customer_id,card_id,card_type,credit_limit,credit_card_balance,minimum_payment_due,payment_due_date,last_credit_card_payment_date,rewards_points
38,38,AMEX,9908.09,1725.59,86.28,7/30/2023,12/10/2023,440
39,39,AMEX,3179.12,3347.7,167.38,2/20/2023,1/30/2023,9290
40,40,MasterCard,4623.6,56.38,2.82,5/28/2023,3/21/2023,526
41,41,Visa,7976.79,2183.5,109.18,2/24/2023,11/24/2023,1841
42,42,MasterCard,5660.53,202.41,10.12,1/23/2023,10/20/2023,6292
43,43,AMEX,7147.73,1185.11,59.26,12/12/2023,3/20/2023,2095
44,44,mastercard,5391.71,2346.46,117.32,8/25/2023,1/9/2023,2285
45,1234-5678-9012-45,AMEX,6494.58,2906.73,145.34,5/22/2023,6/15/2023,7103
46,46,AMEX,5610.23,4383.34,219.17,7/12/2023,6/6/2023,4173
47,47,MasterCard,9925.21,924.02,46.2,1/19/2023,10/23/2023,722
48,48,MasterCard,2867.41,1543.14,77.16,1/27/2023,6/23/2023,5615
49,49,MasterCard,9023.88,2786.09,139.3,6/4/2023,8/9/2023,2212
50,50,Visa,5180.67,1063.32,53.17,2/11/2023,6/23/2023,2445
51,51,AMEX,1226.63,4537.6,226.88,3/29/2023,4/2/2023,61
52,52,AMEX,9801.79,4369.68,218.48,11/29/2023,3/19/2023,2757
53,53,AMEX,8825.31,4434.35,221.72,8/5/2023,3/9/2023,2042
54,54,MasterCard,1662.19,3601.42,180.07,11/2/2023,6/16/2023,4735
55,55,AMEX,4451.64,4981.24,249.06,8/14/2023,6/29/2023,8927
56,56,MasterCard,8771.57,4130.99,206.55,4/8/2023,6/11/2023,8261
57,57,MasterCard,5559.78,2479.94,124.0,7/5/2023,1/17/2023,2928
58,58,Visa,9315.29,3693.78,184.69,11/28/2023,4/26/2023,5456
59,59,AMEX,6365.93,479.28,23.96,6/14/2023,7/24/2023,3616
60,1234-5678-9012-60,Visa,8287.3,4590.25,229.51,11/28/2023,7/9/2023,9195
61,61,MasterCard,5051.49,4920.85,246.04,5/30/2023,11/30/2023,4132
62,62,AMEX,1834.47,4285.04,214.25,6/23/2023,7/31/2023,8052
63,63,AMEX,3042.97,177.97,8.9,11/12/2023,10/6/2023,130
64,64,AMEX,2220.55,826.04,41.3,9/20/2023,3/9/2023,2892
65,65,AMEX,8216.62,527.51,26.38,7/11/2023,11/8/2023,1801
66,66,MasterCard,9313.17,2128.26,106.41,8/11/2023,11/14/2023,6734
67,67,AMEX,3075.82,190.61,9.53,4/26/2023,9/30/2023,466
68,68,AMEX,3895.3,4716.75,235.84,8/12/2023,6/4/2023,6101
69,69,AMEX,7657.6,2925.25,146.26,4/3/2023,2/22/2023,71
70,70,Visa,4900.65,2837.64,141.88,6/13/2023,3/3/2023,7405
71,71,AMEX,8291.94,2230.04,111.5,1/17/2023,10/19/2023,5695
72,72,Visa,3866.07,1689.29,84.46,5/21/2023,10/9/2023,6865
73,73,Visa,5748.09,2421.45,121.07,1/30/2023,10/1/2023,257
74,74,AMEX,8505.91,2587.65,129.38,11/26/2023,7/25/2023,7360
75,75,mastercard,4149.29,3478.89,173.94,10/30/2023,3/10/2023,1339
76,76,MasterCard,6771.04,826.25,41.31,3/2/2023,2/6/2023,5136
77,77,AMEX,6816.02,2876.14,143.81,12/8/2023,8/1/2023,1868
78,78,MasterCard,4167.36,2895.65,144.78,7/17/2023,2/2/2023,2974
79,79,AMEX,7692.29,1834.95,91.75,10/13/2023,1/20/2023,9311
80,80,VISA,5756.9,4821.45,241.07,1/21/2023,7/17/2023,5682
81,81,AMEX,6346.33,3725.51,186.28,8/7/2023,8/24/2023,8898
82,82,MasterCard,4514.98,3553.84,177.69,10/30/2023,4/30/2023,4919
83,83,MasterCard,1809.62,4365.64,218.28,7/22/2023,5/4/2023,9222
84,84,AMEX,7285.15,1694.55,84.73,5/21/2023,7/11/2023,6577
85,85,AMEX,4087.24,1063.35,53.17,4/12/2023,10/31/2023,697
86,86,MasterCard,6476.25,2191.43,109.57,3/25/2023,12/9/2023,4225
87,87,AMEX,9170.78,2987.74,149.39,3/7/2023,12/16/2023,8866
88,88,Visa,8514.73,2788.0,139.4,8/8/2023,4/13/2023,7888
89,89,mastercard,6663.31,1102.03,55.1,5/26/2023,3/21/2023,4072
90,90,MasterCard,3047.11,1343.47,67.17,8/11/2023,8/7/2023,1434
91,91,Visa,5646.98,4628.69,231.43,5/28/2023,2/11/2023,6763
92,92,VISA,4373.69,405.51,20.28,9/27/2023,11/30/2023,1807
93,93,Visa,6319.51,2520.25,126.01,9/2/2023,7/21/2023,7430
94,94,MasterCard,7582.01,2373.34,118.67,7/19/2023,9/12/2023,2695
95,95,mastercard,7536.36,1916.85,95.84,12/12/2023,3/17/2023,2170
96,96,MasterCard,1512.66,3918.05,195.9,10/27/2023,12/26/2023,1024
97,97,Visa,4355.01,4612.91,230.65,10/4/2023,11/17/2023,2512
98,98,AMEX,4510.45,4986.37,249.32,10/6/2023,1/14/2023,7899
99,99,MasterCard,2685.39,613.7,30.68,7/30/2023,7/22/2023,3175
100,100,AMEX,5380.02,214.28,10.71,1/3/2023,4/1/2023,8789
101,101,MasterCard,3511.78,1376.5,68.82,3/7/2023,9/23/2023,9703
102,102,MasterCard,4126.54,3412.51,170.63,4/23/2023,7/12/2023,31
103,103,MasterCard,6153.34,2022.65,101.13,7/18/2023,9/8/2023,4147
104,104,AMEX,8627.02,2329.53,116.48,1/13/2023,3/20/2023,7328
105,105,VISA,4854.94,4997.11,249.86,5/3/2023,4/16/2023,4710
106,106,MasterCard,5861.01,2456.68,122.83,9/27/2023,3/14/2023,6998
107,107,MasterCard,8157.08,4576.73,228.84,7/21/2023,4/19/2023,7527
108,108,Visa,4867.49,2058.35,102.92,4/3/2023,10/6/2023,233
109,109,AMEX,4475.64,2200.76,110.04,3/25/2023,9/26/2023,3505
110,110,MasterCard,6993.33,3857.36,192.87,1/21/2023,7/19/2023,6390
111,111,AMEX,3437.91,4507.25,225.36,7/21/2023,5/18/2023,6264
112,112,AMEX,1256.36,4064.69,203.23,3/12/2023,3/11/2023,7027
113,113,Visa,2209.7,2357.23,117.86,11/10/2023,5/20/2023,2290
114,114,AMEX,3479.44,3490.18,174.51,10/30/2023,5/17/2023,4252
115,115,Visa,8283.82,1318.87,65.94,7/30/2023,9/26/2023,5608
116,116,AMEX,2894.62,385.92,19.3,12/29/2023,3/4/2023,6192
117,117,Visa,6586.05,790.09,39.5,8/7/2023,4/30/2023,2828
118,118,Visa,3783.95,120.35,6.02,1/17/2023,10/17/2023,4647
119,119,AMEX,1529.45,2222.57,111.13,10/3/2023,6/4/2023,1429
120,120,AMEX,8489.28,3278.29,163.91,2/25/2023,1/23/2023,8769
121,121,MasterCard,9401.57,167.13,8.36,5/19/2023,9/26/2023,43
122,122,VISA,2496.41,259.08,12.95,3/28/2023,12/18/2023,9399
123,123,AMEX,5587.79,2604.08,130.2,4/1/2023,11/19/2023,9171
124,124,MasterCard,3590.78,4697.89,234.89,4/13/2023,4/24/2023,6392
125,125,AMEX,5948.94,706.91,35.35,10/13/2023,6/10/2023,150
126,126,Visa,7321.96,3392.53,169.63,12/15/2023,2/9/2023,8470
127,127,MasterCard,9860.94,3272.27,163.61,2/6/2023,5/9/2023,9401
128,128,AMEX,4135.25,1529.74,76.49,7/13/2023,10/17/2023,6486
129,129,MasterCard,3290.08,379.47,18.97,5/7/2023,12/24/2023,8687
130,130,AMEX,7014.85,3045.93,152.3,10/2/2023,4/29/2023,2220
131,131,AMEX,8587.19,2216.28,110.81,11/6/2023,5/31/2023,8979
132,132,Visa,1251.09,1559.79,77.99,1/25/2023,12/28/2023,8122
133,133,MasterCard,1390.08,3900.56,195.03,7/16/2023,4/8/2023,987
134,134,AMEX,6231.45,2024.65,101.23,10/22/2023,2/14/2023,9179
135,135,AMEX,2174.01,3085.42,154.27,12/21/2023,8/15/2023,1932
136,136,MasterCard,6662.18,1281.2,64.06,1/7/2023,5/10/2023,4718
137,137,MasterCard,6093.49,391.53,19.58,4/17/2023,11/30/2023,7801
138,138,MasterCard,8212.72,775.69,38.78,5/24/2023,12/20/2023,8387
139,139,MasterCard,8175.18,1838.14,91.91,10/16/2023,1/11/2023,6968
140,140,Visa,8492.02,3669.04,183.45,2/16/2023,10/16/2023,4561
141,141,Visa,9408.31,2928.2,146.41,7/7/2023,4/18/2023,714
142,142,Visa,6312.22,1881.02,94.05,7/31/2023,12/27/2023,9063
143,143,MasterCard,2303.07,2371.43,118.57,5/27/2023,9/27/2023,6128
144,144,Visa,9231.54,2908.31,145.42,7/4/2023,4/28/2023,2160
145,145,AMEX,9968.85,846.06,42.3,6/11/2023,10/30/2023,8707
146,1234-5678-9012-146,Visa,1346.18,1359.01,67.95,7/16/2023,9/21/2023,358
147,147,AMEX,6418.03,1382.53,69.13,8/3/2023,5/22/2023,2320
148,148,AMEX,4367.88,515.22,25.76,9/5/2023,5/20/2023,3981
149,149,Visa,3733.76,998.89,49.94,10/12/2023,7/30/2023,9159
150,150,AMEX,7923.47,2796.43,139.82,5/12/2023,4/24/2023,1150
151,151,AMEX,3712.46,1131.56,56.58,9/2/2023,12/19/2023,3012
152,152,Visa,2347.08,2909.99,145.5,10/5/2023,4/13/2023,3935
153,1234-5678-9012-153,AMEX,3183.69,120.08,6.0,7/26/2023,9/6/2023,3765
154,1234-5678-9012-154,Visa,5836.36,869.04,43.45,1/28/2023,1/3/2023,3920
155,155,MasterCard,3287.64,3057.75,152.89,2/11/2023,4/26/2023,3507
156,156,MasterCard,4145.51,2922.09,146.1,6/27/2023,1/18/2023,5639
157,157,AMEX,6173.4,1378.44,68.92,12/16/2023,10/7/2023,7205
158,158,AMEX,7228.7,3116.28,155.81,8/24/2023,5/17/2023,3106
159,159,AMEX,1630.36,829.57,41.48,7/24/2023,10/4/2023,5436
160,160,Visa,4703.32,4087.66,204.38,9/26/2023,6/23/2023,8753
161,161,MasterCard,7430.25,1251.65,62.58,1/12/2023,2/4/2023,2604
162,162,MasterCard,3950.7,2336.54,116.83,6/1/2023,6/5/2023,5262
163,163,MasterCard,7817.04,4736.61,236.83,6/4/2023,11/11/2023,9907
164,164,MasterCard,4082.07,2888.99,144.45,9/5/2023,8/12/2023,5930
165,165,AMEX,7833.65,3761.37,188.07,10/25/2023,3/1/2023,9441
166,166,MasterCard,9602.15,3727.59,186.38,10/28/2023,8/23/2023,3357
167,167,MasterCard,5537.35,1906.93,95.35,7/2/2023,8/29/2023,7951
168,168,AMEX,5344.8,500.83,25.04,1/14/2023,7/10/2023,5622
169,169,AMEX,5360.21,1702.76,85.14,4/12/2023,12/19/2023,9041
170,170,Visa,9571.27,168.94,8.45,10/19/2023,12/17/2023,3832
171,171,AMEX,2433.47,1320.95,66.05,6/27/2023,3/5/2023,5145
172,172,MasterCard,7662.66,181.43,9.07,3/15/2023,2/14/2023,707
173,173,MasterCard,7207.61,2097.76,104.89,11/16/2023,10/24/2023,1802
174,174,MasterCard,6691.97,45.09,2.25,8/15/2023,7/30/2023,2157
175,175,Visa,7654.68,3803.42,190.17,5/22/2023,3/17/2023,3765
176,176,Visa,3873.79,4815.27,240.76,3/22/2023,7/28/2023,5527
177,177,Visa,9352.22,158.31,7.92,1/2/2023,9/30/2023,6037
178,178,AMEX,9170.27,2889.18,144.46,3/22/2023,9/17/2023,8537
179,179,MasterCard,3074.32,1352.26,67.61,9/5/2023,10/2/2023,3858
180,180,Visa,5629.23,2618.58,130.93,10/31/2023,7/15/2023,2004
181,181,MasterCard,3822.26,4715.61,235.78,5/9/2023,10/13/2023,7071
182,182,Visa,8116.98,3826.42,191.32,12/28/2023,2/16/2023,9833
183,183,AMEX,9102.64,3731.6,186.58,10/20/2023,2/14/2023,7330
184,184,AMEX,5814.61,1467.03,73.35,6/25/2023,10/3/2023,1138
185,185,MasterCard,3885.67,3982.37,199.12,8/11/2023,5/19/2023,7290
186,186,MasterCard,6808.84,512.42,25.62,9/3/2023,7/11/2023,9002
187,187,Visa,2281.89,3537.47,176.87,6/5/2023,9/1/2023,8097
188,188,MasterCard,5579.63,2020.83,101.04,1/18/2023,1/20/2023,8657
189,189,MasterCard,7827.75,2186.18,109.31,12/2/2023,1/31/2023,4937
190,190,MasterCard,3365.06,2449.18,122.46,11/10/2023,10/4/2023,3447
191,191,MasterCard,4527.44,3841.22,192.06,6/12/2023,4/13/2023,1937
192,192,MasterCard,6889.0,1557.54,77.88,12/5/2023,6/24/2023,9840
193,193,MasterCard,9637.01,1617.49,80.87,6/25/2023,11/4/2023,1701
194,194,AMEX,1714.43,2601.65,130.08,3/13/2023,7/18/2023,6100
195,195,mastercard,2400.35,1338.98,66.95,7/6/2023,2/13/2023,9394
196,196,AMEX,2151.57,2230.58,111.53,9/9/2023,3/26/2023,8131
197,197,MasterCard,2985.56,3301.72,165.09,6/21/2023,9/21/2023,4377
198,198,MasterCard,1545.49,4949.28,247.46,11/3/2023,9/23/2023,1764
199,199,MasterCard,4259.28,1309.97,65.5,4/9/2023,2/24/2023,1471
200,200,MasterCard,3525.57,1310.76,65.54,9/25/2023,12/21/2023,7179
201,201,Visa,2783.1,1970.59,98.53,9/7/2023,12/14/2023,6515
202,202,Visa,3316.81,3295.36,164.77,4/19/2023,1/2/2023,2011
203,203,MasterCard,6791.64,4631.24,231.56,5/26/2023,10/21/2023,9311
204,204,Visa,7200.6,4745.12,237.26,4/6/2023,2/12/2023,2801
205,205,AMEX,9356.31,1690.09,84.5,6/15/2023,3/21/2023,4164
206,206,Visa,2892.66,2086.37,104.32,9/2/2023,4/15/2023,2813
207,207,VISA,1909.04,2181.68,109.08,11/22/2023,4/18/2023,2240
208,208,MasterCard,1527.5,1744.56,87.23,5/21/2023,10/23/2023,725
209,209,MasterCard,5437.87,1577.08,78.85,8/16/2023,6/4/2023,9231
210,1234-5678-9012-210,AMEX,6813.25,356.96,17.85,9/8/2023,4/9/2023,4357
211,211,MasterCard,3156.94,2725.48,136.27,11/28/2023,6/21/2023,1847
212,212,MasterCard,6991.48,3311.69,165.58,10/18/2023,12/31/2023,7589
213,1234-5678-9012-213,AMEX,2686.51,4957.89,247.89,1/2/2023,12/28/2023,7893
214,214,AMEX,3001.84,3095.85,154.79,12/7/2023,10/11/2023,5035
215,215,AMEX,6978.03,3052.17,152.61,8/7/2023,7/22/2023,3884
216,216,AMEX,9590.03,1851.94,92.6,6/4/2023,10/13/2023,4646
217,217,Visa,9128.25,287.56,14.38,9/24/2023,5/21/2023,4047
218,218,Visa,1243.2,3070.83,153.54,7/29/2023,2/19/2023,7776
219,219,Visa,9832.4,627.7,31.39,9/20/2023,5/8/2023,1494
220,220,AMEX,4280.3,3719.57,185.98,5/10/2023,1/29/2023,2113
221,221,AMEX,5988.43,3770.77,188.54,2/27/2023,12/8/2023,1414
222,222,AMEX,4107.94,525.49,26.27,12/12/2023,5/7/2023,6231
223,223,MasterCard,8419.66,1388.13,69.41,7/19/2023,3/5/2023,7116
224,224,MasterCard,7051.47,4099.49,204.97,12/10/2023,8/14/2023,7247
225,225,MasterCard,8894.78,4810.91,240.55,1/1/2023,11/7/2023,330
226,226,Visa,2909.13,3652.84,182.64,2/21/2023,12/1/2023,5636
227,227,MasterCard,6763.76,2006.63,100.33,4/22/2023,12/22/2023,432
228,228,AMEX,5784.83,4136.06,206.8,12/18/2023,10/30/2023,5555
229,229,Visa,6299.55,1464.49,73.22,8/15/2023,8/30/2023,1614
230,230,AMEX,4288.63,4331.3,216.57,10/17/2023,12/29/2023,1645
231,231,Visa,1057.94,214.18,10.71,8/17/2023,3/6/2023,5968
232,232,MasterCard,7341.97,4964.63,248.23,5/15/2023,7/23/2023,2463
233,233,AMEX,7429.1,552.67,27.63,10/6/2023,1/16/2023,1450
234,234,AMEX,8830.44,4575.83,228.79,7/28/2023,11/9/2023,3464
235,235,Visa,9662.69,4262.7,213.14,3/11/2023,7/21/2023,5019
236,236,Visa,2791.92,1466.02,73.3,7/10/2023,2/28/2023,1932
237,237,mastercard,1613.01,2311.76,115.59,7/21/2023,7/11/2023,6113
238,238,AMEX,8064.15,1072.37,53.62,6/1/2023,2/13/2023,1392
239,239,Visa,8908.27,2405.34,120.27,6/20/2023,4/16/2023,5659
240,240,Visa,2540.59,904.03,45.2,6/22/2023,6/10/2023,1610
241,241,MasterCard,1981.49,1463.07,73.15,12/17/2023,12/12/2023,8134
242,242,AMEX,8639.15,195.79,9.79,12/22/2023,5/18/2023,5880
243,243,MasterCard,9799.74,2759.35,137.97,10/14/2023,6/29/2023,2503
244,244,MasterCard,4670.46,3617.72,180.89,6/10/2023,4/12/2023,5681
245,245,AMEX,9144.37,1011.49,50.57,6/9/2023,1/10/2023,4369
246,246,AMEX,7942.51,3060.67,153.03,7/22/2023,7/27/2023,5538
247,247,MasterCard,3605.5,240.42,12.02,5/12/2023,8/6/2023,8061
248,248,AMEX,2412.86,417.31,20.87,11/22/2023,2/22/2023,6935
249,249,VISA,2754.94,2722.29,136.11,6/9/2023,1/22/2023,3505
250,250,AMEX,5735.04,296.43,14.82,8/6/2023,11/24/2023,1093
251,251,AMEX,4576.09,2286.04,114.3,10/15/2023,9/24/2023,5281
252,252,Visa,9627.43,320.35,16.02,6/16/2023,11/19/2023,664
253,253,Visa,4738.01,1746.38,87.32,10/12/2023,9/12/2023,6368
254,254,Visa,1874.38,4403.33,220.17,4/22/2023,1/13/2023,812
255,255,MasterCard,2075.38,3732.0,186.6,6/9/2023,7/5/2023,2048
256,256,AMEX,9151.72,2067.78,103.39,8/21/2023,2/14/2023,8249
257,257,Visa,5662.66,1751.44,87.57,9/27/2023,6/20/2023,7384
258,258,Visa,9508.98,1823.61,91.18,1/24/2023,9/8/2023,9654
259,259,Visa,9551.98,658.84,32.94,8/11/2023,10/22/2023,474
260,260,VISA,9665.04,1953.25,97.66,1/24/2023,5/16/2023,4837
261,261,Visa,9293.56,2937.41,146.87,10/21/2023,6/17/2023,7841
262,262,AMEX,8990.91,4239.71,211.99,3/11/2023,12/16/2023,5449
263,263,Visa,6587.25,3412.68,170.63,2/23/2023,7/13/2023,183
264,264,Visa,9565.37,3189.8,159.49,10/20/2023,11/10/2023,4118
265,265,MasterCard,8159.68,335.96,16.8,7/8/2023,4/9/2023,7627
266,266,Visa,7131.21,713.68,35.68,4/23/2023,3/6/2023,3922
267,267,Visa,9047.88,472.18,23.61,2/9/2023,4/11/2023,6826
268,268,MasterCard,8277.78,954.37,47.72,1/14/2023,8/7/2023,3359
269,269,MasterCard,4432.05,3869.91,193.5,6/16/2023,7/25/2023,3905
270,270,MasterCard,3518.58,3101.83,155.09,5/28/2023,6/11/2023,476
271,271,AMEX,2356.87,2211.73,110.59,4/4/2023,1/12/2023,7869
272,272,Visa,9555.65,57.96,2.9,9/20/2023,1/23/2023,7544
273,273,AMEX,1771.88,3340.55,167.03,8/3/2023,7/15/2023,4518
274,274,Visa,7934.05,2696.95,134.85,11/7/2023,3/19/2023,3540
275,275,MasterCard,4477.15,414.14,20.71,2/21/2023,6/30/2023,9634
276,276,AMEX,5197.16,3503.75,175.19,3/5/2023,12/13/2023,2561
277,277,mastercard,2090.43,1349.12,67.46,7/9/2023,11/5/2023,6648
278,278,MasterCard,2067.68,2420.03,121.0,8/21/2023,10/23/2023,2193
279,279,MasterCard,4161.14,1593.86,79.69,1/21/2023,3/19/2023,2118
280,280,MasterCard,7418.23,1612.87,80.64,10/10/2023,2/5/2023,3227
281,281,AMEX,3412.34,295.14,14.76,10/13/2023,7/12/2023,1453
282,282,MasterCard,7266.59,238.78,11.94,3/26/2023,5/22/2023,97
283,283,MasterCard,9969.61,3888.99,194.45,6/15/2023,8/29/2023,5850
284,284,MasterCard,4821.95,16.42,0.82,12/9/2023,9/5/2023,18
285,285,mastercard,9419.65,1438.06,71.9,4/9/2023,4/22/2023,4123
286,286,Visa,1714.77,4756.37,237.82,1/21/2023,10/17/2023,4855
287,287,AMEX,3821.11,3993.9,199.7,10/21/2023,5/2/2023,289
288,288,MasterCard,6390.97,2591.96,129.6,3/14/2023,6/3/2023,516
289,289,MasterCard,2933.09,3710.94,185.55,7/31/2023,11/7/2023,3300
290,290,AMEX,4359.03,4718.94,235.95,7/3/2023,3/4/2023,6295
291,291,VISA,5062.18,4699.36,234.97,8/25/2023,4/19/2023,3428
292,292,Visa,7067.37,2229.14,111.46,12/2/2023,11/22/2023,978
293,293,Visa,2961.29,1612.06,80.6,4/6/2023,10/29/2023,2322
294,294,AMEX,4174.62,3740.67,187.03,3/24/2023,2/6/2023,752
295,1234-5678-9012-295,MasterCard,9591.9,2050.93,102.55,3/23/2023,10/6/2023,7967
296,296,MasterCard,3395.71,774.01,38.7,10/11/2023,12/31/2023,4856
297,297,MasterCard,7617.56,968.8,48.44,9/8/2023,9/29/2023,9740
298,298,VISA,8838.8,2715.58,135.78,11/10/2023,10/15/2023,347
299,299,Visa,7041.8,2545.9,127.3,4/7/2023,1/7/2023,1980
300,300,MasterCard,8097.28,2316.68,115.83,11/2/2023,3/22/2023,2812
301,301,AMEX,9856.36,1850.26,92.51,1/20/2023,5/13/2023,2815
302,302,VISA,3986.62,1625.51,81.28,6/14/2023,7/10/2023,7999
303,303,Visa,3323.49,941.17,47.06,3/21/2023,5/20/2023,1982
304,304,MasterCard,5053.05,3409.23,170.46,3/16/2023,3/31/2023,9746
305,305,MasterCard,6744.88,2515.52,125.78,10/17/2023,3/13/2023,6359
306,306,VISA,1964.5,1846.73,92.34,9/27/2023,1/9/2023,1131
307,307,Visa,1471.69,3886.96,194.35,8/2/2023,8/12/2023,2320
308,1234-5678-9012-308,Visa,2238.45,3162.06,158.1,10/3/2023,10/27/2023,3202
309,309,MasterCard,2502.57,3778.11,188.91,2/8/2023,10/5/2023,9873
310,310,mastercard,1353.48,3222.2,161.11,9/26/2023,1/8/2023,3453
311,311,AMEX,6330.59,3125.05,156.25,7/16/2023,2/25/2023,2317
312,312,mastercard,6223.48,2059.07,102.95,8/9/2023,10/11/2023,3050
313,313,mastercard,5314.23,1405.2,70.26,4/19/2023,4/26/2023,5250
314,314,Visa,2176.38,1155.45,57.77,7/7/2023,7/20/2023,2923
315,1234-5678-9012-315,AMEX,9519.27,4493.32,224.67,5/30/2023,2/16/2023,9080
316,316,VISA,7348.88,1004.28,50.21,2/11/2023,1/21/2023,6032
317,317,AMEX,1912.87,3364.06,168.2,7/17/2023,2/2/2023,2763
318,318,AMEX,6189.39,946.97,47.35,5/3/2023,10/31/2023,6982
319,319,MasterCard,1357.96,4694.62,234.73,1/16/2023,3/15/2023,5281
320,320,AMEX,4641.09,980.17,49.01,12/9/2023,9/6/2023,8368
321,321,Visa,8273.56,4274.29,213.71,7/6/2023,7/25/2023,2418
322,322,Visa,5781.64,4675.61,233.78,1/21/2023,12/26/2023,3259
323,323,AMEX,1864.16,1034.48,51.72,10/19/2023,8/19/2023,8175
324,324,Visa,8620.43,4435.27,221.76,5/6/2023,9/29/2023,9660
325,325,Visa,1670.47,547.3,27.36,4/16/2023,11/2/2023,6009
326,326,MasterCard,5384.6,3499.94,175.0,9/22/2023,1/20/2023,2628
327,327,MasterCard,5624.47,2534.42,126.72,9/25/2023,11/19/2023,5389
328,328,Visa,7962.71,4805.58,240.28,10/5/2023,9/3/2023,5101
329,329,AMEX,9870.84,2404.73,120.24,8/3/2023,2/14/2023,3792
330,330,MasterCard,4590.0,342.16,17.11,10/23/2023,10/18/2023,6254
331,331,AMEX,6767.13,631.19,31.56,11/1/2023,8/13/2023,2517
332,332,MasterCard,5682.76,1607.23,80.36,8/27/2023,4/30/2023,191
333,333,Visa,1717.43,2344.87,117.24,4/14/2023,10/12/2023,7883
334,334,MasterCard,8175.51,4789.63,239.48,11/28/2023,2/14/2023,7107
335,335,AMEX,5704.6,2421.5,121.08,2/28/2023,9/9/2023,7051
336,336,Visa,6459.75,4650.09,232.5,1/11/2023,5/23/2023,4313
337,337,MasterCard,4046.42,4566.73,228.34,11/14/2023,9/16/2023,8609
338,338,Visa,9233.28,843.63,42.18,3/29/2023,4/3/2023,8348
339,339,AMEX,7186.92,4596.41,229.82,3/31/2023,11/21/2023,3998
340,340,AMEX,4212.96,1275.91,63.8,10/7/2023,4/19/2023,5825
341,341,AMEX,5471.24,4184.03,209.2,3/3/2023,4/8/2023,4634
342,342,Visa,3750.84,4876.42,243.82,11/3/2023,2/3/2023,3980
343,343,Visa,6749.59,359.88,17.99,11/28/2023,12/28/2023,4393
344,344,MasterCard,8279.12,3407.06,170.35,9/24/2023,3/25/2023,5227
345,345,AMEX,4085.77,2131.26,106.56,4/5/2023,7/18/2023,8567
346,346,Visa,8366.36,2275.69,113.78,5/2/2023,9/17/2023,9653
